id,nombre,ciudad,distrito,nro_salas
1702,Cine Grupo Salcedo S.L.L.,Alicante,Ville,12
1703,Cine Industrias Andres & Asociados S.A.,Palencia,Ville,11
1704,Cine Infraestructuras Lobo S.L.,Vizcaya,Ville,8
1705,Cine Despacho Avanzadas S.L.U.,Segovia,Ville,6
1706,Cine Felipa Casas Palau S.Com.,Madrid,Ville,6
1707,Cine Inmobiliaria del Mediterráneo S.Coop.,Huesca,Ville,9
1708,Cine Inversiones Maza & Asociados S.A.,Valencia,Ville,8
1709,Cine Manufacturas del Mediterráneo S.A.,Álava,Ville,12
1710,Cine Ignacia Figueroa Uría S.C.P,Vizcaya,Ville,6
1711,Cine Viana & Asociados S.L.,Zamora,Ville,7
1712,Cine Leopoldo Bartolomé Donoso S.Com.,Zamora,Ville,8
1713,Cine Hotel Parra S.Com.,La Coruña,Ville,6
1714,Cine Marino Cerdá Naranjo S.Coop.,Segovia,Ville,12
1715,Cine Losada y Muro S.L.,Santa Cruz de Tenerife,Ville,11
1716,Cine Finanzas RVWZ S.A.,Valladolid,Ville,11
1717,Cine Lloret y Díez S.Com.,Toledo,Ville,9
1718,Cine Roman & Asociados S.A.,Huelva,Ville,8
1719,Cine Farmaceútica Castellana S.A.,Jaén,Ville,11
1720,Cine Alimentación Criado S.C.P,Palencia,Ville,11
1721,Cine Oriana Franch Martin S.L.L.,Cádiz,Ville,8
1722,Cine Familia Aguiló S.L.,Málaga,Ville,10
1723,Cine Marín y asociados S.L.N.E,Valladolid,Ville,9
1724,Cine Teruel y asociados S.L.,Jaén,Ville,8
1725,Cine Consultoría Uriarte & Asociados S.C.P,Granada,Ville,10
1726,Cine Banca Privada NMNZ S.L.,Guipúzcoa,Ville,7
1727,Cine Promociones Españolas S.L.N.E,Alicante,Ville,7
1728,Cine Minería SJRP S.L.N.E,Huesca,Ville,6
1729,Cine Fábrica Milla S.Coop.,Castellón,Ville,10
1730,Cine Transportes Pera & Asociados S.L.N.E,Navarra,Ville,12
1731,Cine Promociones TNGS S.L.L.,Tarragona,Ville,10
1732,Cine Talleres Internacionales S.Coop.,Palencia,Ville,7
1733,Cine Infraestructuras Cánovas S.A.,Zaragoza,Ville,9
1734,Cine Infraestructuras Orozco S.A.,Ciudad,Ville,12
1735,Cine Instalaciones DUD S.C.P,Navarra,Ville,10
1736,Cine Compañía Novoa S.L.N.E,Santa Cruz de Tenerife,Ville,10
1737,Cine Logística SZS S.Coop.,La Coruña,Ville,10
1738,Cine Gema Pujol Arellano S.C.P,Cuenca,Ville,6
1739,Cine Pilar Arteaga Vigil S.L.,Córdoba,Ville,7
1740,Cine Tecnologías del Mediterráneo S.L.U.,Ávila,Ville,12
1741,Cine Luján y asociados S.Com.,Murcia,Ville,10
1742,Cine Hnos Losada S.L.,Toledo,Ville,7
1743,Cine Lorena Sánchez Casal S.Coop.,Sevilla,Ville,8
1744,Cine Familia Villalonga S.Coop.,Ávila,Ville,9
1745,Cine Construcción del Sur S.L.,Cantabria,Ville,7
1746,Cine Manzano y Cadenas S.L.,Teruel,Ville,10
1747,Cine Manzano y asociados S.Com.,Ourense,Ville,7
1748,Cine Industrias NAM S.L.N.E,Tarragona,Ville,8
1749,Cine Finanzas Piñol S.A.D,Valladolid,Ville,6
1750,Cine Talleres Millán S.L.,Sevilla,Ville,7
1751,Cine Soluciones Collado S.L.N.E,Salamanca,Ville,6
1752,Cine Consultoría VIR S.L.N.E,Teruel,Ville,11
1753,Cine Banco FEMI S.Com.,Melilla,Ville,6
1754,Cine Familia Morillo S.L.,Álava,Ville,9
1755,Cine Grupo Oller S.A.,Alicante,Ville,6
1756,Cine Iker Morcillo Pera S.Com.,Ourense,Ville,10
1757,Cine Promociones OIR S.A.,Almería,Ville,11
1758,Cine Hermanos Castañeda S.L.L.,Las Palmas,Ville,7
1759,Cine Inversiones KC S.A.,Málaga,Ville,9
1760,Cine Querol & Asociados S.A.,Albacete,Ville,12
1761,Cine Amor y Landa S.A.,La Coruña,Ville,7
1762,Cine Marcial Maza Amorós S.A.,Ceuta,Ville,8
1763,Cine Barranco y Cid S.A.,Madrid,Ville,12
1764,Cine Carbó y Gimeno S.Com.,Alicante,Ville,7
1765,Cine Servicios Integrales S.L.,Ceuta,Ville,12
1766,Cine Minería FQ S.Coop.,León,Ville,9
1767,Cine Distribuciones Ibéricos S.A.,La Coruña,Ville,6
1768,Cine Parra y Ballester S.A.,Teruel,Ville,11
1769,Cine Ágata Alfonso Ferrero S.A.,Badajoz,Ville,9
1770,Cine Ramirez & Asociados S.A.,Palencia,Ville,7
1771,Cine Jove y Frutos S.A.,Teruel,Ville,9
1772,Cine Finanzas del Sur S.L.N.E,Soria,Ville,12
1773,Cine Olmedo y asociados S.Coop.,La Coruña,Ville,6
1774,Cine Suministros Rosales S.L.L.,Pontevedra,Ville,6
1775,Cine Hnos Pintor S.C.P,Ceuta,Ville,8
1776,Cine Supermercados UD S.Coop.,Cantabria,Ville,8
1777,Cine Gimenez y asociados S.Com.,Tarragona,Ville,6
1778,Cine Moraleda & Asociados S.L.N.E,Burgos,Ville,12
1779,Cine Infraestructuras Doménech S.Com.,Alicante,Ville,10
1780,Cine Inversiones Olmo S.Coop.,Álava,Ville,9
1781,Cine Alimentación Palacios y asociados S.L.,Álava,Ville,6
1782,Cine Servicios BWHI S.Coop.,Álava,Ville,6
1783,Cine Comercial Manrique S.Com.,Lleida,Ville,12
1784,Cine Banco del Noroeste S.Com.,La Rioja,Ville,11
1785,Cine Natividad Guillen Miró S.L.N.E,Álava,Ville,9
1786,Cine Logística UR S.A.U,La Rioja,Ville,10
1787,Cine Transportes Española S.L.N.E,Granada,Ville,9
1788,Cine Sofía Cortes Gil S.A.,Melilla,Ville,11
1789,Cine Piña & Asociados S.A.,Ávila,Ville,6
1790,Cine Ámbar Abellán Acero S.A.,Málaga,Ville,7
1791,Cine Rosario Arroyo Acevedo S.Com.,La Rioja,Ville,12
1792,Cine Fábrica ZVQ S.L.,Baleares,Ville,6
1793,Cine Tejedor y asociados S.Coop.,Toledo,Ville,10
1794,Cine Tecnologías Internacionales S.L.,Guipúzcoa,Ville,9
1795,Cine Despacho del Levante S.Coop.,Soria,Ville,10
1796,Cine Bayona y asociados S.A.,Vizcaya,Ville,11
1797,Cine Kike Ferrández Machado S.L.L.,Huelva,Ville,8
1798,Cine Soraya Ferrández Baena S.L.N.E,Melilla,Ville,12
1799,Cine Desarrollo Duran S.A.,Valladolid,Ville,6
1800,Cine Díez y Cortes S.A.,Tarragona,Ville,11
1801,Cine Desarrollo Fernández y asociados S.A.,Lleida,Ville,7
1802,Cine Alimentación Españolas S.Coop.,Guadalajara,Ville,10
1803,Cine Alimentación Comas S.L.N.E,La Rioja,Ville,11
1804,Cine Hermanos Medina S.L.L.,Álava,Ville,6
1805,Cine Guzmán y Duran S.L.,Alicante,Ville,6
1806,Cine Banco UZSY S.L.L.,Ceuta,Ville,11
1807,Cine Tecnologías Marin & Asociados S.Com.,Soria,Ville,10
1808,Cine Fábrica Vilalta & Asociados S.L.N.E,Castellón,Ville,7
1809,Cine Noa Quevedo Cobo S.A.,Segovia,Ville,6
1810,Cine Manufacturas Losa & Asociados S.L.,Jaén,Ville,6
1811,Cine Samper y asociados S.Com.,Toledo,Ville,7
1812,Cine Inversiones Tejero S.Com.,Jaén,Ville,10
1813,Cine Banca Privada Luna S.L.,Melilla,Ville,7
1814,Cine Talleres Gisbert & Asociados S.A.,León,Ville,9
1815,Cine Barbero & Asociados S.L.,La Rioja,Ville,9
1816,Cine Instalaciones Pinedo y asociados S.L.,Almería,Ville,8
1817,Cine Soluciones NJHM S.L.N.E,Soria,Ville,6
1818,Cine Compañía del Mediterráneo S.C.P,Baleares,Ville,9
1819,Cine Colomer y Pont S.L.U.,Madrid,Ville,12
1820,Cine Anselmo Tamarit Verdú S.Com.,Zamora,Ville,7
1821,Cine Domingo Domínguez Toledo S.L.U.,Palencia,Ville,11
1822,Cine Sara Alberdi Crespi S.A.,Lugo,Ville,8
1823,Cine Comercializadora Goicoechea & Asociados S.Coop.,Las Palmas,Ville,9
1824,Cine Banca Privada Integrales S.L.U.,Melilla,Ville,10
1825,Cine Desarrollo Globales S.L.L.,Pontevedra,Ville,11
1826,Cine Guzman & Asociados S.L.,León,Ville,11
1827,Cine Solano y asociados S.Com.,Soria,Ville,10
1828,Cine Delia Arjona Perelló S.L.,Álava,Ville,7
1829,Cine Suministros Puig S.Coop.,Huelva,Ville,8
1830,Cine Compañía Bello S.A.,Santa Cruz de Tenerife,Ville,12
1831,Cine Servicios Haro S.L.,Cádiz,Ville,11
1832,Cine Supermercados Portillo S.Coop.,Jaén,Ville,6
1833,Cine Vera Hoyos Larrañaga S.A.,Salamanca,Ville,10
1834,Cine Alimentación Avanzadas S.A.,Málaga,Ville,12
1835,Cine Alimentación WU S.L.,Las Palmas,Ville,7
1836,Cine Olivé y asociados S.A.,Tarragona,Ville,6
1837,Cine Hnos Alcántara S.A.T.,Lleida,Ville,6
1838,Cine Verónica Gelabert Corral S.L.N.E,Ceuta,Ville,6
1839,Cine Construcción Peña S.Com.,Vizcaya,Ville,12
1840,Cine Construcción Baró S.Coop.,Palencia,Ville,6
1841,Cine Guillen & Asociados S.L.,Baleares,Ville,7
1842,Cine Construcción Mendoza S.L.,Cuenca,Ville,9
1843,Cine Arévalo y Soto S.L.N.E,Teruel,Ville,9
1844,Cine Fábrica Caparrós y asociados S.L.U.,Alicante,Ville,10
1845,Cine Promociones Internacionales S.Coop.,Cuenca,Ville,10
1846,Cine Grupo Rosado S.Coop.,Zaragoza,Ville,8
1847,Cine Familia Murcia S.A.U,Jaén,Ville,7
1848,Cine Hotel del Mediterráneo S.L.,Girona,Ville,10
1849,Cine Comercial Ferrán y asociados S.C.P,Palencia,Ville,8
1850,Cine Banca Privada SPUP S.L.,Guadalajara,Ville,8
1851,Cine Distribuciones Españolas S.Coop.,Ciudad,Ville,6
1852,Cine Eli Castelló Arévalo S.A.,Ciudad,Ville,9
1853,Cine Aguado y Benet S.L.,Zamora,Ville,9
1854,Cine Alfredo Feijoo Aparicio S.Coop.,Segovia,Ville,7
1855,Cine Hnos Becerra S.L.,Castellón,Ville,7
1856,Cine Izquierdo y asociados S.L.,Alicante,Ville,7
1857,Cine Florinda Arco Torre S.Coop.,Cantabria,Ville,10
1858,Cine Hnos Sáenz S.L.N.E,Asturias,Ville,12
1859,Cine Hermanos Bernal S.C.P,Valencia,Ville,10
1860,Cine Familia Múgica S.L.L.,Córdoba,Ville,7
1861,Cine Hurtado y asociados S.L.,Badajoz,Ville,12
1862,Cine Desarrollo Tolosa y asociados S.L.,Teruel,Ville,8
1863,Cine Arana y Carrión S.A.T.,Girona,Ville,8
1864,Cine Hermanos Lumbreras S.A.,Teruel,Ville,9
1865,Cine Olmedo y Cuervo S.Com.,Burgos,Ville,10
1866,Cine Construcción Gracia y asociados S.A.,Sevilla,Ville,12
1867,Cine Anita Sarmiento Royo S.L.L.,Castellón,Ville,12
1868,Cine Construcción del Mediterráneo S.L.U.,Palencia,Ville,6
1869,Cine Alemán y Nicolau S.L.,Cantabria,Ville,7
1870,Cine Ricart & Asociados S.L.,Segovia,Ville,7
1871,Cine Banca Privada Castellana S.Coop.,Huelva,Ville,10
1872,Cine Melero y Coloma S.L.,Valencia,Ville,11
1873,Cine Grupo Amigó S.A.,Álava,Ville,9
1874,Cine Compañía EU S.A.,Girona,Ville,9
1875,Cine Manufacturas Madrigal S.A.,Huelva,Ville,10
1876,Cine José Manuel Hernando Roldán S.L.L.,Navarra,Ville,12
1877,Cine Matas & Asociados S.Com.,Albacete,Ville,8
1878,Cine Grupo Lillo S.Com.,Guipúzcoa,Ville,8
1879,Cine Comercializadora ERD S.L.,Santa Cruz de Tenerife,Ville,6
1880,Cine Huertas y Peña S.Com.,Murcia,Ville,12
1881,Cine Minería Tomé y asociados S.L.,Ourense,Ville,7
1882,Cine Grupo Cabeza S.A.,Teruel,Ville,6
1883,Cine Valle & Asociados S.L.,Asturias,Ville,11
1884,Cine Familia Angulo S.L.N.E,Madrid,Ville,6
1885,Cine Francisco Jose Crespi Cerdá S.L.N.E,Navarra,Ville,7
1886,Cine Consultoría Ibéricos S.Coop.,Santa Cruz de Tenerife,Ville,10
1887,Cine Logística Torralba S.A.,Navarra,Ville,9
1888,Cine Tecnologías Campillo y asociados S.Com.,Zaragoza,Ville,8
1889,Cine Pou y Álvarez S.L.N.E,Toledo,Ville,11
1890,Cine Giralt y asociados S.Coop.,Las Palmas,Ville,8
1891,Cine Gutiérrez y Vall S.L.L.,Madrid,Ville,12
1892,Cine Hotel del Levante S.A.,Pontevedra,Ville,11
1893,Cine Comercializadora Vilaplana & Asociados S.L.,Melilla,Ville,6
1894,Cine Belén Arnau Arrieta S.L.L.,Cuenca,Ville,9
1895,Cine Comercializadora Lucena S.L.N.E,Barcelona,Ville,8
1896,Cine Goyo Guzman Ortiz S.Coop.,Barcelona,Ville,7
1897,Cine Nicolás Goñi Rodrigo S.L.L.,Ceuta,Ville,10
1898,Cine Fábrica Vidal S.Com.,Burgos,Ville,8
1899,Cine Instalaciones Jerez & Asociados S.Coop.,Ceuta,Ville,11
1900,Cine Gimenez y Peña S.Com.,Navarra,Ville,11
1901,Cine Ruiz y Méndez S.L.,Ceuta,Ville,10
1902,Cine Hermanos Palomares S.Com.,Lleida,Ville,11
1903,Cine Cleto Pazos Mur S.A.,Pontevedra,Ville,8
1904,Cine Banco CHB S.L.,Toledo,Ville,7
1905,Cine Inmobiliaria PLP S.A.,Burgos,Ville,8
1906,Cine Farmaceútica Prieto S.Com.,Soria,Ville,10
1907,Cine Bayona y Riba S.Com.,Alicante,Ville,12
1908,Cine Despacho Viña S.L.N.E,Huelva,Ville,11
1909,Cine Hermanos Mateu S.L.N.E,Soria,Ville,12
1910,Cine Banca Privada RHQG S.L.,Cádiz,Ville,8
1911,Cine Inversiones Españolas S.L.N.E,Álava,Ville,11
1912,Cine Inmobiliaria Granados & Asociados S.A.,Huelva,Ville,6
1913,Cine Talleres IY S.C.P,Santa Cruz de Tenerife,Ville,7
1914,Cine Elorza y Carrillo S.Coop.,Zamora,Ville,10
1915,Cine Minería Lerma S.L.N.E,Melilla,Ville,8
1916,Cine Infraestructuras CFR S.L.,Málaga,Ville,6
1917,Cine Desarrollo Ferrer S.Coop.,Soria,Ville,10
1918,Cine Consultoría Morera y asociados S.Coop.,Guadalajara,Ville,10
1919,Cine Soluciones Integrales S.L.L.,Granada,Ville,8
1920,Cine Farmaceútica Española S.L.,Huesca,Ville,12
1921,Cine Adalberto Alonso Valero S.L.U.,Málaga,Ville,7
1922,Cine Desarrollo Medina S.Coop.,Guipúzcoa,Ville,10
1923,Cine Ferrera y Company S.Com.,Las Palmas,Ville,6
1924,Cine Hnos Artigas S.L.U.,Girona,Ville,12
1925,Cine Minería Guillen y asociados S.L.,Alicante,Ville,9
1926,Cine Comercializadora Arias & Asociados S.L.N.E,Toledo,Ville,8
1927,Cine Vigil y Pi S.L.L.,Zamora,Ville,9
1928,Cine Alex Soria Ibañez S.A.,Zaragoza,Ville,11
1929,Cine Palacio y Mendez S.Com.,Álava,Ville,7
1930,Cine Hnos Sainz S.A.,Alicante,Ville,8
1931,Cine Pía Falcó Nebot S.L.,Jaén,Ville,11
1932,Cine Infraestructuras Jaén S.L.,Alicante,Ville,11
1933,Cine Duarte & Asociados S.Coop.,La Rioja,Ville,12
1934,Cine Banco del Levante S.Coop.,Murcia,Ville,8
1935,Cine Promociones UBEQ S.L.,Murcia,Ville,10
1936,Cine Grupo Vigil S.A.D,Cuenca,Ville,11
1937,Cine Chaves & Asociados S.L.,Málaga,Ville,9
1938,Cine Familia Torrecilla S.L.,Asturias,Ville,8
1939,Cine Banca Privada Avanzadas S.A.,Castellón,Ville,6
1940,Cine Desarrollo Mayoral S.L.N.E,Jaén,Ville,6
1941,Cine Hotel Ferrera & Asociados S.A.,Madrid,Ville,9
1942,Cine Supermercados Huguet & Asociados S.L.,Valladolid,Ville,11
1943,Cine Promociones Solano & Asociados S.Coop.,Álava,Ville,11
1944,Cine Familia Talavera S.Coop.,Albacete,Ville,7
1945,Cine Pulido y Batalla S.Com.,Soria,Ville,8
1946,Cine Rodríguez y asociados S.A.,Castellón,Ville,10
1947,Cine Familia Mur S.L.,Cáceres,Ville,10
1948,Cine Transportes Colom S.Coop.,Castellón,Ville,7
1949,Cine Castellanos y Rosales S.L.,Lleida,Ville,11
1950,Cine Calisto Arrieta Soto S.L.L.,Guipúzcoa,Ville,9
1951,Cine Caro y Llanos S.L.N.E,Zamora,Ville,8
1952,Cine Camila Infante Garzón S.Com.,Cáceres,Ville,11
1953,Cine Finanzas WH S.A.,Málaga,Ville,11
1954,Cine Farmaceútica Canals S.Com.,Castellón,Ville,6
1955,Cine Compañía RC S.L.U.,Ceuta,Ville,12
1956,Cine Laguna & Asociados S.L.L.,Salamanca,Ville,12
1957,Cine Crespi & Asociados S.L.,Madrid,Ville,7
1958,Cine Inversiones JDL S.Com.,Cantabria,Ville,7
1959,Cine Supermercados Ibéricos S.L.,Valencia,Ville,8
1960,Cine Grupo Toro S.L.N.E,Jaén,Ville,11
1961,Cine Maribel Aragón Alegria S.Com.,Girona,Ville,7
1962,Cine Talleres Avanzadas S.Coop.,Albacete,Ville,6
1963,Cine Llanos & Asociados S.L.,Lleida,Ville,6
1964,Cine Finanzas Castellana S.L.,Huesca,Ville,8
1965,Cine Buendía y asociados S.L.N.E,Salamanca,Ville,11
1966,Cine Fabián Gonzalez Montes S.L.N.E,Valencia,Ville,11
1967,Cine Buenaventura Casas Castejón S.Com.,Baleares,Ville,10
1968,Cine Belda y Vila S.L.,Córdoba,Ville,7
1969,Cine Construcción MRQ S.Com.,Jaén,Ville,6
1970,Cine Familia Gomis S.L.U.,Navarra,Ville,12
1971,Cine Promociones Rocamora y asociados S.A.U,Jaén,Ville,6
1972,Cine Noemí Pujol Soriano S.Com.,Tarragona,Ville,8
1973,Cine Nélida Cruz Serrano S.A.U,La Rioja,Ville,9
1974,Cine Familia Feliu S.L.,Segovia,Ville,6
1975,Cine Desarrollo Llamas & Asociados S.Com.,Valencia,Ville,7
1976,Cine Comercializadora CTXX S.L.N.E,Salamanca,Ville,11
1977,Cine Banca Privada Globales S.Coop.,Pontevedra,Ville,10
1978,Cine Desarrollo Española S.Com.,Zaragoza,Ville,6
1979,Cine Grupo Zurita S.L.U.,Murcia,Ville,12
1980,Cine Logística AQXJ S.A.U,Huesca,Ville,11
1981,Cine Talleres OZO S.L.U.,Asturias,Ville,6
1982,Cine Hermanos Paz S.A.,Ourense,Ville,6
1983,Cine Construcción Española S.Coop.,Guipúzcoa,Ville,9
1984,Cine Saez & Asociados S.A.T.,Teruel,Ville,7
1985,Cine Barranco y asociados S.Coop.,Huesca,Ville,7
1986,Cine Familia Suárez S.L.,Toledo,Ville,7
1987,Cine Salamanca y Manjón S.A.,Cádiz,Ville,9
1988,Cine Comercial Globales S.L.U.,Huelva,Ville,8
1989,Cine Restauración del Levante S.L.,Vizcaya,Ville,9
1990,Cine Instalaciones Luna & Asociados S.A.U,Salamanca,Ville,8
1991,Cine Barrena & Asociados S.Coop.,Palencia,Ville,8
1992,Cine Despacho LJ S.L.U.,Cáceres,Ville,7
1993,Cine Hnos Jara S.L.N.E,Álava,Ville,6
1994,Cine Familia Calleja S.L.,Cádiz,Ville,6
1995,Cine Comercializadora BREN S.A.,Melilla,Ville,10
1996,Cine Alimentación Solana S.A.,Álava,Ville,6
1997,Cine Farmaceútica Ibéricos S.L.N.E,Palencia,Ville,6
1998,Cine Luna y Perera S.L.L.,Toledo,Ville,6
1999,Cine Galvez y Oliver S.Com.,Vizcaya,Ville,7
2000,Cine Bruno Madrigal Santamaria S.L.N.E,Barcelona,Ville,6
2001,Cine Esther Palomar Arnal S.A.,Murcia,Ville,8
2002,Cine Girona & Asociados S.Coop.,Santa Cruz de Tenerife,Ville,11
2003,Cine Nadia Barreda Jódar S.Com.,Navarra,Ville,7
2004,Cine Grupo Lago S.Com.,Palencia,Ville,11
2005,Cine Farmaceútica Mayo S.Com.,Tarragona,Ville,8
2006,Cine Manufacturas Román & Asociados S.Com.,Castellón,Ville,10
2007,Cine Consultoría Internacionales S.L.N.E,Las Palmas,Ville,10
2008,Cine Consultoría Varela S.A.,Salamanca,Ville,12
2009,Cine Jerez y asociados S.C.P,Girona,Ville,12
2010,Cine Despacho Lluch S.A.,Soria,Ville,10
2011,Cine Ballesteros y Caro S.Coop.,Teruel,Ville,6
2012,Cine Robledo y asociados S.C.P,Zamora,Ville,10
2013,Cine Suministros NPU S.A.D,Guadalajara,Ville,7
2014,Cine Farmaceútica AL S.L.,Navarra,Ville,12
2015,Cine Transportes Españolas S.L.,Alicante,Ville,12
2016,Cine Hermanos Gomila S.A.,Palencia,Ville,8
2017,Cine Industrias Sarabia S.L.N.E,Álava,Ville,10
2018,Cine Anastasia Juan Casals S.L.,Alicante,Ville,8
2019,Cine Alimentación del Sur S.Com.,Melilla,Ville,11
2020,Cine Tejedor y Escolano S.Coop.,Las Palmas,Ville,12
2021,Cine Peiró & Asociados S.Coop.,Guadalajara,Ville,12
2022,Cine Doménech & Asociados S.Coop.,Las Palmas,Ville,9
2023,Cine Familia Belmonte S.Com.,Barcelona,Ville,12
2024,Cine Jesús Llano Sales S.L.L.,Barcelona,Ville,10
2025,Cine Tecnologías del Sur S.Com.,Navarra,Ville,7
2026,Cine Hnos Alcázar S.A.,Guadalajara,Ville,8
2027,Cine Hermanos Manso S.Coop.,Cádiz,Ville,7
2028,Cine Burgos & Asociados S.A.,Zaragoza,Ville,12
2029,Cine Manufacturas Iberia S.A.,Alicante,Ville,6
2030,Cine Santiago Leiva Romero S.Com.,Teruel,Ville,8
2031,Cine Transportes Landa & Asociados S.A.,Huesca,Ville,11
2032,Cine Montaña & Asociados S.Coop.,Zaragoza,Ville,6
2033,Cine Echevarría y Alcázar S.L.U.,Jaén,Ville,6
2034,Cine Felicidad Palacios Jara S.C.P,Toledo,Ville,6
2035,Cine Salmerón y asociados S.L.,Sevilla,Ville,8
2036,Cine Banca Privada Españolas S.C.P,La Rioja,Ville,9
2037,Cine Consultoría Borrás S.L.N.E,Zamora,Ville,12
2038,Cine Compañía Integrales S.A.,Álava,Ville,10
2039,Cine Promociones APKL S.Com.,Burgos,Ville,12
2040,Cine Desarrollo JH S.A.,Palencia,Ville,11
2041,Cine Familia Guzman S.L.N.E,Baleares,Ville,9
2042,Cine Inversiones Moraleda y asociados S.Com.,Castellón,Ville,7
2043,Cine Consultoría Diéguez & Asociados S.L.,Badajoz,Ville,6
2044,Cine Talleres Luna S.Com.,Santa Cruz de Tenerife,Ville,12
2045,Cine Suministros Ayllón & Asociados S.L.N.E,La Coruña,Ville,10
2046,Cine Suministros KO S.L.,La Rioja,Ville,9
2047,Cine Finanzas MP S.Coop.,Tarragona,Ville,6
2048,Cine Consultoría Morán S.Coop.,Cáceres,Ville,11
2049,Cine Despacho Sarabia y asociados S.Coop.,Málaga,Ville,10
2050,Cine Talleres DNQ S.Com.,Cádiz,Ville,9
2051,Cine Supermercados Barberá S.Com.,Zaragoza,Ville,6
2052,Cine Camacho y Solé S.L.N.E,Huelva,Ville,7
2053,Cine Supermercados KZH S.A.,Baleares,Ville,7
2054,Cine Restauración Arellano S.L.L.,Santa Cruz de Tenerife,Ville,7
2055,Cine Construcción Iberia S.L.L.,Navarra,Ville,11
2056,Cine Galindo y Haro S.A.D,Huesca,Ville,11
2057,Cine Chico y Manzanares S.Coop.,Cáceres,Ville,12
2058,Cine Talleres Pavón S.Com.,Zaragoza,Ville,9
2059,Cine Despacho Iberia S.L.N.E,Cantabria,Ville,12
2060,Cine Hnos Fajardo S.Coop.,Lleida,Ville,11
2061,Cine Hermanos Arco S.Coop.,Las Palmas,Ville,12
2062,Cine Arribas y Vazquez S.A.,Castellón,Ville,11
2063,Cine Farmaceútica Mariño & Asociados S.L.N.E,Segovia,Ville,9
2064,Cine Inversiones Montenegro y asociados S.A.,Segovia,Ville,6
2065,Cine Familia Martin S.L.L.,Guipúzcoa,Ville,10
2066,Cine Almagro y Méndez S.A.T.,Zaragoza,Ville,12
2067,Cine Ruano y Mas S.A.,Huelva,Ville,6
2068,Cine Finanzas Globales S.L.,Lugo,Ville,7
2069,Cine Tecnologías Castellana S.Coop.,Alicante,Ville,8
2070,Cine Valenzuela y Soto S.Coop.,Ávila,Ville,11
2071,Cine Sebastián y Martín S.A.,Huesca,Ville,10
2072,Cine Compañía Antúnez S.Com.,Burgos,Ville,10
2073,Cine Hermanos Tejero S.L.N.E,León,Ville,10
2074,Cine Finanzas Clavero & Asociados S.Coop.,La Rioja,Ville,9
2075,Cine Supermercados Prieto & Asociados S.L.N.E,Asturias,Ville,7
2076,Cine Talleres Martinez y asociados S.Com.,Murcia,Ville,8
2077,Cine Grupo Amores S.A.,Melilla,Ville,11
2078,Cine Minería EZW S.Coop.,Ávila,Ville,6
2079,Cine Agustí & Asociados S.Coop.,Huesca,Ville,7
2080,Cine Comercial TR S.A.T.,Melilla,Ville,7
2081,Cine Manufacturas Avanzadas S.L.,Teruel,Ville,12
2082,Cine Hnos Ariza S.L.N.E,Zaragoza,Ville,9
2083,Cine Consultoría GK S.Com.,Girona,Ville,10
2084,Cine Transportes Alfonso & Asociados S.L.N.E,Vizcaya,Ville,10
2085,Cine Torrecilla y Gallego S.Coop.,Alicante,Ville,6
2086,Cine Losada & Asociados S.Com.,Barcelona,Ville,11
2087,Cine Inmobiliaria Duarte S.A.,Ceuta,Ville,10
2088,Cine Soluciones del Levante S.L.,Murcia,Ville,6
2089,Cine Octavio Amor Tejada S.C.P,Girona,Ville,6
2090,Cine Pepito Tudela Rodriguez S.A.,Melilla,Ville,6
2091,Cine Logística Españolas S.Coop.,Barcelona,Ville,6
2092,Cine Ureña & Asociados S.Com.,Almería,Ville,7
2093,Cine Hnos Maestre S.A.,Ávila,Ville,6
2094,Cine Comercial Luz S.Coop.,Huesca,Ville,8
2095,Cine Transportes FFHA S.L.N.E,Madrid,Ville,6
2096,Cine Hermanos Moll S.L.N.E,Burgos,Ville,8
2097,Cine Manrique y Gascón S.L.L.,Huesca,Ville,7
2098,Cine Supermercados Casal y asociados S.L.N.E,Huelva,Ville,12
2099,Cine Suministros del Sur S.L.L.,Guadalajara,Ville,8
2100,Cine Vara & Asociados S.Com.,Las Palmas,Ville,8
2101,Cine Construcción Valbuena & Asociados S.Coop.,Málaga,Ville,12
2102,Cine Restauración Cuesta & Asociados S.L.,León,Ville,12
2103,Cine Transportes Orozco y asociados S.A.,Murcia,Ville,10
2104,Cine Hotel LXDP S.A.U,Palencia,Ville,7
2105,Cine Familia Briones S.L.,Valladolid,Ville,6
2106,Cine Horacio Ferreras Barrera S.A.,Lugo,Ville,9
2107,Cine Encarnacion Gibert Gomis S.Coop.,Albacete,Ville,12
2108,Cine Comercial Larrea & Asociados S.A.,Toledo,Ville,8
2109,Cine Tecnologías Artigas S.L.N.E,Lugo,Ville,10
2110,Cine Benet y asociados S.A.,Lugo,Ville,7
2111,Cine Construcción del Mediterráneo S.A.T.,Salamanca,Ville,8
2112,Cine Industrias Bosch S.Com.,La Rioja,Ville,8
2113,Cine Benitez y asociados S.Coop.,Girona,Ville,10
2114,Cine Consultoría Internacionales S.C.P,Sevilla,Ville,8
2115,Cine Cruz y Baena S.L.N.E,Lleida,Ville,9
2116,Cine Amador y Ramis S.A.,Navarra,Ville,7
2117,Cine Guerra & Asociados S.Coop.,Valladolid,Ville,9
2118,Cine Compañía Santamaria y asociados S.Com.,Melilla,Ville,10
2119,Cine Infraestructuras Arias y asociados S.L.N.E,Salamanca,Ville,10
